club,clubLabel,venue,venueLabel,coordinates
http://www.wikidata.org/entity/Q6167529,Q6167529,http://www.wikidata.org/entity/Q1408176,Koning Willem II Stadion,Point(5.066944 51.542778)
http://www.wikidata.org/entity/Q666010,SC Verl,http://www.wikidata.org/entity/Q1408225,Q1408225,Point(8.51444 51.8833)
http://www.wikidata.org/entity/Q584629,FC Universitatea Craiova,http://www.wikidata.org/entity/Q1409157,Stadionul Ion Oblemenco,Point(23.784167 44.313889)
http://www.wikidata.org/entity/Q2585894,St Albans City F.C.,http://www.wikidata.org/entity/Q1409639,"Clarence Park, St Albans",Point(-0.324 51.753)
http://www.wikidata.org/entity/Q1434649,Løv-Ham Fotball,http://www.wikidata.org/entity/Q1415485,Varden Amfi,Point(5.268447 60.341544)
http://www.wikidata.org/entity/Q2168942,Fyllingen Fotball,http://www.wikidata.org/entity/Q1415485,Varden Amfi,Point(5.268447 60.341544)
http://www.wikidata.org/entity/Q5426142,FK Fyllingsdalen,http://www.wikidata.org/entity/Q1415485,Varden Amfi,Point(5.268447 60.341544)
http://www.wikidata.org/entity/Q1133687,Minnesota Kicks,http://www.wikidata.org/entity/Q1415967,Metropolitan Stadium,Point(-93.241944444 44.854444444)
http://www.wikidata.org/entity/Q193377,Stade Malherbe Caen,http://www.wikidata.org/entity/Q1417171,Stade Michel d'Ornano,Point(-0.39675 49.179444)
http://www.wikidata.org/entity/Q211177,Viking FK,http://www.wikidata.org/entity/Q1417248,Viking Stadion,Point(5.730442 58.914611)
http://www.wikidata.org/entity/Q822722,Partick Thistle F.C.,http://www.wikidata.org/entity/Q1419068,Firhill Stadium,Point(-4.269639 55.881556)
http://www.wikidata.org/entity/Q223610,Tampere United,http://www.wikidata.org/entity/Q1419146,Tampere Stadium,Point(23.764167 61.4925)
http://www.wikidata.org/entity/Q6001350,Ilves-Kissat,http://www.wikidata.org/entity/Q1419146,Tampere Stadium,Point(23.764167 61.4925)
http://www.wikidata.org/entity/Q272712,Çaykur Rizespor,http://www.wikidata.org/entity/Q1420267,Yeni Rize Şehir Stadı,Point(40.532944 41.023056)
http://www.wikidata.org/entity/Q732106,Pakhtakor Tashkent FK,http://www.wikidata.org/entity/Q1421131,Pakhtakor Markaziy Stadium,Point(69.260244 41.315522)
http://www.wikidata.org/entity/Q5425092,FC Pakhtakor-2 Chilanzar,http://www.wikidata.org/entity/Q1421131,Pakhtakor Markaziy Stadium,Point(69.260244 41.315522)
http://www.wikidata.org/entity/Q644157,Kalmar FF,http://www.wikidata.org/entity/Q1421187,Guldfågeln Arena,Point(16.31523333 56.69070278)
http://www.wikidata.org/entity/Q738886,FK Teplice,http://www.wikidata.org/entity/Q1422067,Na Stínadlech,Point(13.817936 50.640075)
http://www.wikidata.org/entity/Q202615,FC Anker Wismar,http://www.wikidata.org/entity/Q1422988,Q1422988,Point(11.452 53.8857)
http://www.wikidata.org/entity/Q245162,FC Rapid București,http://www.wikidata.org/entity/Q1423327,Stadionul Giulești-Valentin Stănescu,Point(26.056831 44.455931)
http://www.wikidata.org/entity/Q388293,RC Rivière-Pilote,http://www.wikidata.org/entity/Q1424970,Stade En Camée,Point(-60.909167 14.483889)
http://www.wikidata.org/entity/Q5465860,Football Kingz FC,http://www.wikidata.org/entity/Q1426996,Mount Smart Stadium,Point(174.8125 -36.918333333)
http://www.wikidata.org/entity/Q566172,SC Idar-Oberstein,http://www.wikidata.org/entity/Q1428997,Q1428997,Point(7.29491 49.7352)
http://www.wikidata.org/entity/Q836991,Pogoń Szczecin,http://www.wikidata.org/entity/Q1429583,Stadion Florian Kryger,Point(14.51865806 53.43657611)
http://www.wikidata.org/entity/Q878710,VfL Sindelfingen,http://www.wikidata.org/entity/Q1430203,Q1430203,Point(8.99353 48.7109)
http://www.wikidata.org/entity/Q218372,Stade Brestois 29,http://www.wikidata.org/entity/Q1432517,Stade Francis-Le Blé,Point(-4.461694 48.402932)
http://www.wikidata.org/entity/Q208399,S.C. Bastia,http://www.wikidata.org/entity/Q1434942,Stade Armand Cesari,Point(9.442619 42.6514)
http://www.wikidata.org/entity/Q218033,Zob Ahan Isfahan F.C.,http://www.wikidata.org/entity/Q1435981,Foolad Shahr Stadium,Point(51.4214 32.4828)
http://www.wikidata.org/entity/Q865735,R.E. Mouscron,http://www.wikidata.org/entity/Q1438792,Stade Le Canonnier,Point(3.211082 50.733953)
http://www.wikidata.org/entity/Q2195773,Royal Mouscron-Péruwelz,http://www.wikidata.org/entity/Q1438792,Stade Le Canonnier,Point(3.211082 50.733953)
http://www.wikidata.org/entity/Q282126,Stirling Albion F.C.,http://www.wikidata.org/entity/Q1438969,Forthbank Stadium,Point(-3.91176 56.1188)
http://www.wikidata.org/entity/Q571158,Sogndal Fotball,http://www.wikidata.org/entity/Q1439429,Fosshaugane Campus,Point(7.085238 61.231983)
http://www.wikidata.org/entity/Q6334727,Ottawa Fury FC,http://www.wikidata.org/entity/Q1442809,Frank Clair Stadium,Point(-75.68365 45.398177777)
http://www.wikidata.org/entity/Q501998,M.H.S.K. Tashkent,http://www.wikidata.org/entity/Q1445312,MHSK Stadium,Point(67.212614 41.279994)
http://www.wikidata.org/entity/Q1156579,Erbil SC,http://www.wikidata.org/entity/Q1445540,Franso Hariri Stadium,Point(44.011483 36.172582)
http://www.wikidata.org/entity/Q384466,African Stars F.C.,http://www.wikidata.org/entity/Q1455247,Sam Nujoma Stadium,Point(17.090975 -22.60763611)
http://www.wikidata.org/entity/Q522993,F.C. Civics Windhoek,http://www.wikidata.org/entity/Q1455247,Sam Nujoma Stadium,Point(17.090975 -22.60763611)
http://www.wikidata.org/entity/Q633150,United Africa Tigers,http://www.wikidata.org/entity/Q1455247,Sam Nujoma Stadium,Point(17.090975 -22.60763611)
http://www.wikidata.org/entity/Q739821,Orlando Pirates F.C. Windhoek,http://www.wikidata.org/entity/Q1455247,Sam Nujoma Stadium,Point(17.090975 -22.60763611)
http://www.wikidata.org/entity/Q880049,Black Africa F.C.,http://www.wikidata.org/entity/Q1455247,Sam Nujoma Stadium,Point(17.090975 -22.60763611)
http://www.wikidata.org/entity/Q1532700,Q1532700,http://www.wikidata.org/entity/Q1455247,Sam Nujoma Stadium,Point(17.090975 -22.60763611)
http://www.wikidata.org/entity/Q2460302,Tura Magic F.C.,http://www.wikidata.org/entity/Q1455247,Sam Nujoma Stadium,Point(17.090975 -22.60763611)
http://www.wikidata.org/entity/Q182929,MSV Neuruppin,http://www.wikidata.org/entity/Q1455512,Q1455512,Point(12.8156 52.9452)
http://www.wikidata.org/entity/Q639419,VfB Germania Halberstadt,http://www.wikidata.org/entity/Q1456911,Friedensstadion,Point(11.0501 51.8764)
http://www.wikidata.org/entity/Q566219,Eintracht Bad Kreuznach,http://www.wikidata.org/entity/Q1457827,Q1457827,Point(7.86944 49.8528)
http://www.wikidata.org/entity/Q244317,FC Pyunik,http://www.wikidata.org/entity/Q1459459,Republican Stadium,Point(44.525833 40.171944)
http://www.wikidata.org/entity/Q840768,Ulisses FC,http://www.wikidata.org/entity/Q1459459,Republican Stadium,Point(44.525833 40.171944)
http://www.wikidata.org/entity/Q2475378,Yerevan United FC,http://www.wikidata.org/entity/Q1459459,Republican Stadium,Point(44.525833 40.171944)
http://www.wikidata.org/entity/Q257984,Gimnàstic de Tarragona,http://www.wikidata.org/entity/Q1462770,Nou Estadi de Tarragona,Point(1.272778 41.126944)
http://www.wikidata.org/entity/Q352251,Adana Demirspor,http://www.wikidata.org/entity/Q1467574,Adana 5 Ocak Stadium,Point(35.329722 36.998889)
http://www.wikidata.org/entity/Q352270,Adanaspor,http://www.wikidata.org/entity/Q1467574,Adana 5 Ocak Stadium,Point(35.329722 36.998889)
http://www.wikidata.org/entity/Q1757023,SO Romorantin,http://www.wikidata.org/entity/Q1468979,Stade Jules Ladoumègue,Point(1.740197 47.370208)
http://www.wikidata.org/entity/Q223823,Skonto FC,http://www.wikidata.org/entity/Q1474452,Skonto Stadium,Point(24.116408 56.961372)
http://www.wikidata.org/entity/Q264506,Al Khartoum SC,http://www.wikidata.org/entity/Q1475729,Khartoum Stadium,Point(32.515603 15.598392)
http://www.wikidata.org/entity/Q4702156,Al Ahli SC (Khartoum),http://www.wikidata.org/entity/Q1475729,Khartoum Stadium,Point(32.515603 15.598392)
http://www.wikidata.org/entity/Q738158,Gretna F.C.,http://www.wikidata.org/entity/Q1476832,Raydale Park,Point(-3.071919 54.993214)
http://www.wikidata.org/entity/Q5607770,Gretna F.C. 2008,http://www.wikidata.org/entity/Q1476832,Raydale Park,Point(-3.071919 54.993214)
http://www.wikidata.org/entity/Q602918,Vasalunds IF,http://www.wikidata.org/entity/Q1476857,Skytteholms IP,Point(17.99361111 59.35944444)
http://www.wikidata.org/entity/Q1494936,Q1494936,http://www.wikidata.org/entity/Q1476857,Skytteholms IP,Point(17.99361111 59.35944444)
http://www.wikidata.org/entity/Q1512917,Kano Pillars F.C.,http://www.wikidata.org/entity/Q1477770,Sani Abacha Stadium,Point(8.529167 11.999722)
http://www.wikidata.org/entity/Q1121108,MAS Fez,http://www.wikidata.org/entity/Q1479283,Fez Stadium,Point(-4.968851 34.00283)
http://www.wikidata.org/entity/Q2478958,Widad Fez,http://www.wikidata.org/entity/Q1479283,Fez Stadium,Point(-4.968851 34.00283)
http://www.wikidata.org/entity/Q1236452,Dolphins F.C.,http://www.wikidata.org/entity/Q1479839,Liberation Stadium,Point(7.02194 4.825)
http://www.wikidata.org/entity/Q221525,F.C. Metz,http://www.wikidata.org/entity/Q1483409,Stade Saint-Symphorien,Point(6.159511 49.109813)
http://www.wikidata.org/entity/Q666969,Arka Gdynia,http://www.wikidata.org/entity/Q1486345,Stadion GOSiR,Point(18.531214 54.493136)
http://www.wikidata.org/entity/Q2669757,Bałtyk Gdynia,http://www.wikidata.org/entity/Q1486345,Stadion GOSiR,Point(18.531214 54.493136)
http://www.wikidata.org/entity/Q291297,Kayseri Erciyesspor,http://www.wikidata.org/entity/Q1493501,Kadir Has Stadium,Point(35.423133 38.737289)
http://www.wikidata.org/entity/Q608122,Kayserispor,http://www.wikidata.org/entity/Q1493501,Kadir Has Stadium,Point(35.423133 38.737289)
http://www.wikidata.org/entity/Q726810,Real Unión,http://www.wikidata.org/entity/Q1493662,Stadium Gal,Point(-1.785833 43.345556)
http://www.wikidata.org/entity/Q9067115,Q9067115,http://www.wikidata.org/entity/Q1493662,Stadium Gal,Point(-1.785833 43.345556)
http://www.wikidata.org/entity/Q666024,SC Pfullendorf,http://www.wikidata.org/entity/Q1496834,Geberit-Arena,Point(9.26191389 47.91834167)
http://www.wikidata.org/entity/Q262324,C.S.D. Benfica,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q1952551,F.C. Zebra,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q4647107,A.D. Dili Leste,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q4651247,AD Vos Esperança,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q4651611,AFTL FC,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q4996394,Bulgária SC,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q5010026,CD Académica,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q5423718,F.C. Rusa Fuik,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q7579564,Sporting Clube de Timor,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q25429089,ADR União,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q25429102,Académica,http://www.wikidata.org/entity/Q1500479,National Stadium,Point(125.580611 -8.557944)
http://www.wikidata.org/entity/Q957108,Polonia Bydgoszcz,http://www.wikidata.org/entity/Q1500809,Polonia Bydgoszcz Stadium,Point(18.024167 53.1275)
http://www.wikidata.org/entity/Q2199569,Olympic FC de Niamey,http://www.wikidata.org/entity/Q1501532,Stade Général Seyni Kountché,Point(2.108972 13.52725)
http://www.wikidata.org/entity/Q2215662,Sahel SC,http://www.wikidata.org/entity/Q1501532,Stade Général Seyni Kountché,Point(2.108972 13.52725)
http://www.wikidata.org/entity/Q913041,Calcio Portogruaro Summaga,http://www.wikidata.org/entity/Q1565286,Stadio Piergiovanni Mecchia,Point(12.831389 45.775)
http://www.wikidata.org/entity/Q320481,SV Lichtenberg 47,http://www.wikidata.org/entity/Q1565768,Q1565768,Point(13.48698389 52.51665194)
http://www.wikidata.org/entity/Q1340181,Union Douala,http://www.wikidata.org/entity/Q1567328,Stade de la Réunification,Point(9.71861 4.05556)
http://www.wikidata.org/entity/Q2274220,Haras El-Hodood SC,http://www.wikidata.org/entity/Q1567601,Harras El-Hedoud Stadium,Point(29.8485 31.1509)
http://www.wikidata.org/entity/Q866884,Amiens SC,http://www.wikidata.org/entity/Q1568249,Stade de la Licorne,Point(2.263312 49.894209)
http://www.wikidata.org/entity/Q683351,Syrianska FC,http://www.wikidata.org/entity/Q1568614,Södertälje Fotbollsarena,Point(17.568882 59.188354)
http://www.wikidata.org/entity/Q746046,Assyriska FF,http://www.wikidata.org/entity/Q1568614,Södertälje Fotbollsarena,Point(17.568882 59.188354)
http://www.wikidata.org/entity/Q723489,Silkeborg IF,http://www.wikidata.org/entity/Q1568794,Silkeborg Stadion,Point(9.55305556 56.15777778)
http://www.wikidata.org/entity/Q854167,Fortuna Sittard,http://www.wikidata.org/entity/Q1569222,Fortuna Sittard Stadion,Point(5.843611 50.991944)
http://www.wikidata.org/entity/Q508322,FC Gueugnon,http://www.wikidata.org/entity/Q1569474,Stade Jean Laville,Point(4.056058 46.595086)
http://www.wikidata.org/entity/Q1565781,SV Tasmania Berlin,http://www.wikidata.org/entity/Q1571306,Q1571306,Point(13.4167 52.4692)
http://www.wikidata.org/entity/Q309025,PFC Lokomotiv Sofia,http://www.wikidata.org/entity/Q1572672,Lokomotiv Stadium,Point(23.314806 42.737639)
http://www.wikidata.org/entity/Q318129,SV Linx,http://www.wikidata.org/entity/Q1578290,Q1578290,Point(7.90749 48.6248)
http://www.wikidata.org/entity/Q1476115,KAC Marrakech,http://www.wikidata.org/entity/Q1578430,Stade de Marrakech,Point(-7.980556 31.706667)
http://www.wikidata.org/entity/Q3241301,Lincoln F.C.,http://www.wikidata.org/entity/Q1579655,Victoria Stadium,Point(-5.350342 36.149356)
http://www.wikidata.org/entity/Q17317546,Lentapedia/Manchester United F.C.,http://www.wikidata.org/entity/Q1579655,Victoria Stadium,Point(-5.350342 36.149356)
http://www.wikidata.org/entity/Q4654460,AS Korofina,http://www.wikidata.org/entity/Q1580974,Stade Modibo Kéïta,Point(-7.993056 12.659722)
http://www.wikidata.org/entity/Q909189,Darlington F.C.,http://www.wikidata.org/entity/Q1581647,The Darlington Arena,Point(-1.534394 54.508425)
http://www.wikidata.org/entity/Q582277,Sofapaka F.C.,http://www.wikidata.org/entity/Q1582845,Nyayo National Stadium,Point(36.824167 -1.303611)
http://www.wikidata.org/entity/Q2156138,A.F.C. Leopards,http://www.wikidata.org/entity/Q1582845,Nyayo National Stadium,Point(36.824167 -1.303611)
http://www.wikidata.org/entity/Q854890,Queen of the South F.C.,http://www.wikidata.org/entity/Q1583572,Palmerston Park,Point(-3.62494 55.0698)
http://www.wikidata.org/entity/Q4641342,5th Kirkcudbrightshire Rifle Volunteers F.C.,http://www.wikidata.org/entity/Q1583572,Palmerston Park,Point(-3.62494 55.0698)
http://www.wikidata.org/entity/Q331650,FBK Kaunas,http://www.wikidata.org/entity/Q1583616,Darius and Girėnas Stadium,Point(23.936944 54.897222)
http://www.wikidata.org/entity/Q924776,AS Inter Star,http://www.wikidata.org/entity/Q1585283,Prince Louis Rwagasore Stadium,Point(29.373778 -3.383333)
http://www.wikidata.org/entity/Q2529309,Vital'O FC,http://www.wikidata.org/entity/Q1585283,Prince Louis Rwagasore Stadium,Point(29.373778 -3.383333)
http://www.wikidata.org/entity/Q3062850,Prince Louis F.C.,http://www.wikidata.org/entity/Q1585283,Prince Louis Rwagasore Stadium,Point(29.373778 -3.383333)
http://www.wikidata.org/entity/Q419974,Boston Breakers,http://www.wikidata.org/entity/Q1587879,Harvard Stadium,Point(-71.127222 42.366389)
http://www.wikidata.org/entity/Q750097,FK Haugesund,http://www.wikidata.org/entity/Q1589274,Haugesund Stadion,Point(5.279379 59.413068)
http://www.wikidata.org/entity/Q2529867,SK Vard Haugesund,http://www.wikidata.org/entity/Q1589274,Haugesund Stadion,Point(5.279379 59.413068)
http://www.wikidata.org/entity/Q5136210,Club Deportivo Pacífico FC,http://www.wikidata.org/entity/Q1592544,Estadio Iván Elías Moreno,Point(-76.9349 -12.2201)
http://www.wikidata.org/entity/Q5251494,Defensor Villa del Mar,http://www.wikidata.org/entity/Q1592544,Estadio Iván Elías Moreno,Point(-76.9349 -12.2201)
http://www.wikidata.org/entity/Q1367807,Eskilstuna City FK,http://www.wikidata.org/entity/Q1593861,Tunavallen,Point(16.495 59.370667)
http://www.wikidata.org/entity/Q1637856,IFK Eskilstuna,http://www.wikidata.org/entity/Q1593861,Tunavallen,Point(16.495 59.370667)
http://www.wikidata.org/entity/Q694464,FC Gütersloh 2000,http://www.wikidata.org/entity/Q1594264,Heidewaldstadion,Point(8.388333 51.891667)
http://www.wikidata.org/entity/Q1389635,FSV Gütersloh 2009,http://www.wikidata.org/entity/Q1594264,Heidewaldstadion,Point(8.388333 51.891667)
http://www.wikidata.org/entity/Q1883881,Magdeburger FFC,http://www.wikidata.org/entity/Q1596372,Heinrich Germer Stadium,Point(11.600833 52.105556)
http://www.wikidata.org/entity/Q1883901,Q1883901,http://www.wikidata.org/entity/Q1596372,Heinrich Germer Stadium,Point(11.600833 52.105556)
http://www.wikidata.org/entity/Q566145,SpVgg Erkenschwick,http://www.wikidata.org/entity/Q1602853,Stimbergstadion,Point(7.25244444 51.64338889)
http://www.wikidata.org/entity/Q885638,Q885638,http://www.wikidata.org/entity/Q1609455,Q1609455,Point(14.53802 -22.65328)
http://www.wikidata.org/entity/Q725018,Lierse S.K.,http://www.wikidata.org/entity/Q1610381,Herman Vanderpoortenstadion,Point(4.573611 51.144167)
http://www.wikidata.org/entity/Q520602,SV Röchling Völklingen,http://www.wikidata.org/entity/Q1610458,Q1610458,Point(6.87022 49.2573)
http://www.wikidata.org/entity/Q826386,Hamburger SV (women),http://www.wikidata.org/entity/Q1611199,Q1611199,Point(9.94352778 53.59038889)
http://www.wikidata.org/entity/Q2064053,Woodlands Wellington FC,http://www.wikidata.org/entity/Q1618021,Woodlands Stadium,Point(103.780788 1.434591)
http://www.wikidata.org/entity/Q812128,Bayer 04 Leverkusen,http://www.wikidata.org/entity/Q1621482,Q1621482,Point(7.00021 51.0375)
http://www.wikidata.org/entity/Q873379,VfL Klafeld-Geisweid 08,http://www.wikidata.org/entity/Q1622936,Q1622936,Point(7.99028 50.9119)
http://www.wikidata.org/entity/Q873577,Q873577,http://www.wikidata.org/entity/Q1624636,Rudolf-Tonn-Stadion,Point(16.468611 48.129167)
http://www.wikidata.org/entity/Q2165406,SO Châtellerault,http://www.wikidata.org/entity/Q1625920,Stade de la Montée Rouge,Point(0.521242 46.808603)
http://www.wikidata.org/entity/Q477694,SC Victoria Hamburg,http://www.wikidata.org/entity/Q1627588,Stadion Hoheluft,Point(9.969722 53.587222)
http://www.wikidata.org/entity/Q1988619,Kingstonian F.C.,http://www.wikidata.org/entity/Q1630338,Kingsmeadow,Point(-0.281944444 51.405083333)
http://www.wikidata.org/entity/Q781046,Austin Aztex FC,http://www.wikidata.org/entity/Q1631374,House Park,Point(-97.7496 30.278)
http://www.wikidata.org/entity/Q4822977,Austin Aztex,http://www.wikidata.org/entity/Q1631374,House Park,Point(-97.7496 30.278)
http://www.wikidata.org/entity/Q1662983,Sandvikens IF,http://www.wikidata.org/entity/Q1631393,Jernvallen,Point(16.773888888 60.6075)
http://www.wikidata.org/entity/Q1151909,Sarpsborg 08 FF,http://www.wikidata.org/entity/Q1632929,Sarpsborg Stadion,Point(11.097608 59.286217)
http://www.wikidata.org/entity/Q2115921,Sarpsborg FK,http://www.wikidata.org/entity/Q1632929,Sarpsborg Stadion,Point(11.097608 59.286217)
http://www.wikidata.org/entity/Q391921,B-67,http://www.wikidata.org/entity/Q1635061,Nuuk Stadium,Point(-51.7325 64.180833)
http://www.wikidata.org/entity/Q1265365,Nagdlunguaq-48,http://www.wikidata.org/entity/Q1635061,Nuuk Stadium,Point(-51.7325 64.180833)
http://www.wikidata.org/entity/Q1962897,A.T.A.,http://www.wikidata.org/entity/Q1635061,Nuuk Stadium,Point(-51.7325 64.180833)
http://www.wikidata.org/entity/Q3091807,Grønlands Seminarius Sportklub,http://www.wikidata.org/entity/Q1635061,Nuuk Stadium,Point(-51.7325 64.180833)
http://www.wikidata.org/entity/Q3142907,Nuuk Idraetslag,http://www.wikidata.org/entity/Q1635061,Nuuk Stadium,Point(-51.7325 64.180833)
http://www.wikidata.org/entity/Q782989,FC Olimpia,http://www.wikidata.org/entity/Q1635077,Stadionul Orășenesc,Point(27.913611 47.755278)
http://www.wikidata.org/entity/Q5425076,FC Olimpia-2,http://www.wikidata.org/entity/Q1635077,Stadionul Orășenesc,Point(27.913611 47.755278)
http://www.wikidata.org/entity/Q537301,TSV Havelse,http://www.wikidata.org/entity/Q1635405,Q1635405,Point(9.60222 52.4083)
http://www.wikidata.org/entity/Q339974,S.V. Victory Boys,http://www.wikidata.org/entity/Q1637216,Ergilio Hato Stadium,Point(-68.88754722 12.15274444)
http://www.wikidata.org/entity/Q689874,Philadelphia Union,http://www.wikidata.org/entity/Q1637843,Talen Energy Stadium,Point(-75.378889 39.832222)
http://www.wikidata.org/entity/Q585622,FK Banat Zrenjanin,http://www.wikidata.org/entity/Q1638077,Stadion Karađorđev park,Point(20.398686 45.386769)
http://www.wikidata.org/entity/Q2561958,FK Proleter Zrenjanin,http://www.wikidata.org/entity/Q1638077,Stadion Karađorđev park,Point(20.398686 45.386769)
http://www.wikidata.org/entity/Q3895859,Team Bangladesh F.C.,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q4881993,Belau Kanu Club,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q4907136,Biib Strykers,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q5208289,Daewoo Ngatpang,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q6418902,Kiwi Soccers,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q6436045,Kramers F.C.,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q6812162,Melekeok F.C.,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q6920701,Mount Everest Nepal,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q7126864,Palau Tiger Team,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q7126865,Palau Track and Field Team,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q7645399,Surangel and Sons Company,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q7676706,Taj F.C.,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q7894033,Universal Peace Foundation,http://www.wikidata.org/entity/Q1638468,National Stadium,Point(134.47226 7.343314)
http://www.wikidata.org/entity/Q208552,Molde FK,http://www.wikidata.org/entity/Q417367,Aker Stadion,Point(7.148611111 62.733888888)
http://www.wikidata.org/entity/Q333838,Evian Thonon Gaillard F.C.,http://www.wikidata.org/entity/Q428115,"Parc des Sports, Annecy",Point(6.120092 45.917081)
http://www.wikidata.org/entity/Q1140695,Annecy F.C.,http://www.wikidata.org/entity/Q428115,"Parc des Sports, Annecy",Point(6.120092 45.917081)
http://www.wikidata.org/entity/Q428211,Al-Gharafa Sports Club,http://www.wikidata.org/entity/Q428177,Thani bin Jassim Stadium,Point(51.440562 25.34474)
http://www.wikidata.org/entity/Q958008,Umm Salal SC,http://www.wikidata.org/entity/Q428177,Thani bin Jassim Stadium,Point(51.440562 25.34474)
http://www.wikidata.org/entity/Q5708592,Q5708592,http://www.wikidata.org/entity/Q431546,Q431546,Point(-85.4547 10.1389)
http://www.wikidata.org/entity/Q1387420,ONGC F.C.,http://www.wikidata.org/entity/Q456749,Ambedkar Stadium,Point(77.24235278 28.63899444)
http://www.wikidata.org/entity/Q1982515,New Delhi Heroes FC,http://www.wikidata.org/entity/Q456749,Ambedkar Stadium,Point(77.24235278 28.63899444)
http://www.wikidata.org/entity/Q5253829,Delhi United S.C.,http://www.wikidata.org/entity/Q456749,Ambedkar Stadium,Point(77.24235278 28.63899444)
http://www.wikidata.org/entity/Q9181426,Simla Youngs F.C.,http://www.wikidata.org/entity/Q456749,Ambedkar Stadium,Point(77.24235278 28.63899444)
http://www.wikidata.org/entity/Q316865,SC Preußen Münster,http://www.wikidata.org/entity/Q462720,Preußenstadion,Point(7.624583 51.929722)
http://www.wikidata.org/entity/Q571553,SV Babelsberg 03,http://www.wikidata.org/entity/Q464018,Karl-Liebknecht-Stadion,Point(13.094806 52.399083)
http://www.wikidata.org/entity/Q1423718,K.A.S. Eupen,http://www.wikidata.org/entity/Q469079,Kehrweg Stadion,Point(6.045833 50.626389)
http://www.wikidata.org/entity/Q300355,Dresdner SC,http://www.wikidata.org/entity/Q470392,Heinz-Steyer-Stadion,Point(13.748333 51.041111)
http://www.wikidata.org/entity/Q592241,Iraklis F.C.,http://www.wikidata.org/entity/Q472710,Kaftanzoglio Stadium,Point(22.967002777 40.625497222)
http://www.wikidata.org/entity/Q319167,Kickers Emden,http://www.wikidata.org/entity/Q474775,Ostfriesland-Stadion,Point(7.203333 53.379167)
http://www.wikidata.org/entity/Q692691,SV Elversberg,http://www.wikidata.org/entity/Q474858,Waldstadion an der Kaiserlinde,Point(7.12167 49.3186)
http://www.wikidata.org/entity/Q173009,F.K. Red Star Belgrade,http://www.wikidata.org/entity/Q478000,Red Star Stadium,Point(20.464914 44.7832)
http://www.wikidata.org/entity/Q8083572,ŽFK Crvena zvezda,http://www.wikidata.org/entity/Q478000,Red Star Stadium,Point(20.464914 44.7832)
http://www.wikidata.org/entity/Q170117,FC Ingolstadt 04,http://www.wikidata.org/entity/Q479619,Audi Sportpark,Point(11.482344 48.750275)
http://www.wikidata.org/entity/Q3481510,Orlando Sharks,http://www.wikidata.org/entity/Q481794,Amway Arena,Point(-81.386666666 28.548888888)
http://www.wikidata.org/entity/Q483044,Daegu FC,http://www.wikidata.org/entity/Q482441,Daegu Stadium,Point(128.690305555 35.829777777)
http://www.wikidata.org/entity/Q626764,Daegu Korea Powertrain FC,http://www.wikidata.org/entity/Q482441,Daegu Stadium,Point(128.690305555 35.829777777)
